"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Age in Years","Year","Deaths","Population","Crude Rate"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","36","2020","203","321570","63.13"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","36","","203","321570","63.13"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","36","2020","26","32648","79.64"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","36","","26","32648","79.64"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","36","2020","24","193628","12.39"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","36","","24","193628","12.39"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","37","2020","2745","1677994","163.59"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","37","","2745","1677994","163.59"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","37","2020","686","300196","228.52"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","37","","686","300196","228.52"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","37","2020","73","35027","208.41"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","37","","73","35027","208.41"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","37","2020","56","177729","31.51"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","37","","56","177729","31.51"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","37","2020","977","1630004","59.94"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","37","","977","1630004","59.94"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","37","2020","197","325853","60.46"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","37","","197","325853","60.46"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","37","2020","29","33257","87.2"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","37","","29","33257","87.2"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","37","2020","20","194381","10.29"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","37","","20","194381","10.29"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","38","2020","2602","1673268","155.5"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","38","","2602","1673268","155.5"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","38","2020","663","297546","222.82"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","38","","663","297546","222.82"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","38","2020","65","34392","189"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","38","","65","34392","189"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","38","2020","76","175058","43.41"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","38","","76","175058","43.41"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","38","2020","986","1630877","60.46"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","38","","986","1630877","60.46"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","38","2020","180","326055","55.21"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","38","","180","326055","55.21"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","38","2020","25","32430","77.09"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","38","","25","32430","77.09"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","38","2020","19","193036","9.84"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","38","","19","193036","9.84"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","39","2020","2784","1654529","168.27"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","39","","2784","1654529","168.27"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","39","2020","699","293446","238.2"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","39","","699","293446","238.2"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","39","2020","68","33428","203.42"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","39","","68","33428","203.42"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","39","2020","77","166267","46.31"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","39","","77","166267","46.31"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","39","2020","941","1616098","58.23"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","39","","941","1616098","58.23"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","39","2020","186","323439","57.51"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","39","","186","323439","57.51"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","39","2020","31","32265","96.08"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","39","","31","32265","96.08"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","39","2020","18","185621","9.7"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","39","","18","185621","9.7"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","40","2020","2671","1685652","158.46"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","40","","2671","1685652","158.46"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","40","2020","644","305005","211.14"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","40","","644","305005","211.14"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","40","2020","58","34416","168.53"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","40","","58","34416","168.53"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","40","2020","69","167371","41.23"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","40","","69","167371","41.23"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","40","2020","992","1633025","60.75"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","40","","992","1633025","60.75"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","40","2020","184","334132","55.07"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","40","","184","334132","55.07"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","40","2020","19","32533","58.4"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","40","","19","32533","58.4"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","40","2020","23","186823","12.31"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","40","","23","186823","12.31"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","41","2020","2440","1573439","155.07"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","41","","2440","1573439","155.07"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","41","2020","620","280876","220.74"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","41","","620","280876","220.74"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","41","2020","58","31592","183.59"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","41","","58","31592","183.59"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","41","2020","56","156914","35.69"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","41","","56","156914","35.69"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","41","2020","929","1537206","60.43"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","41","","929","1537206","60.43"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","41","2020","197","312993","62.94"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","41","","197","312993","62.94"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","41","2020","32","30069","106.42"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","41","","32","30069","106.42"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","41","2020","23","177061","12.99"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","41","","23","177061","12.99"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","42","2020","2290","1545574","148.17"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","42","","2290","1545574","148.17"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","42","2020","567","269869","210.1"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","42","","567","269869","210.1"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","42","2020","46","30599","150.33"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","42","","46","30599","150.33"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","42","2020","61","151266","40.33"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","42","","61","151266","40.33"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","42","2020","841","1513610","55.56"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","42","","841","1513610","55.56"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","42","2020","167","301629","55.37"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","42","","167","301629","55.37"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","42","2020","35","29925","116.96"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","42","","35","29925","116.96"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","42","2020","21","171815","12.22"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","42","","21","171815","12.22"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","43","2020","2185","1523466","143.42"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","43","","2185","1523466","143.42"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","43","2020","557","264230","210.8"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","43","","557","264230","210.8"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","43","2020","60","30414","197.28"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","43","","60","30414","197.28"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","43","2020","55","149657","36.75"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","43","","55","149657","36.75"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","43","2020","797","1500544","53.11"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","43","","797","1500544","53.11"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","43","2020","152","298200","50.97"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","43","","152","298200","50.97"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","43","2020","27","29406","91.82"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","43","","27","29406","91.82"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","43","2020","17","171893","9.89"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","43","","17","171893","9.89"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","44","2020","2074","1474930","140.62"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","44","","2074","1474930","140.62"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","44","2020","520","253863","204.83"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","44","","520","253863","204.83"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","44","2020","42","29335","143.17"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","44","","42","29335","143.17"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","44","2020","53","149812","35.38"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","44","","53","149812","35.38"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","44","2020","740","1454750","50.87"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","44","","740","1454750","50.87"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","44","2020","143","285950","50.01"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","44","","143","285950","50.01"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","44","2020","18","28262","63.69"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","44","","18","28262","63.69"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","44","2020","18","169782","10.6"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","44","","18","169782","10.6"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","45","2020","2065","1523551","135.54"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","45","","2065","1523551","135.54"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","45","2020","484","259541","186.48"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","45","","484","259541","186.48"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","45","2020","33","29279","112.71"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","45","","33","29279","112.71"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","45","2020","57","154219","36.96"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","45","","57","154219","36.96"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","45","2020","798","1498027","53.27"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","45","","798","1498027","53.27"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","45","2020","138","292182","47.23"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","45","","138","292182","47.23"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","45","2020","30","28598","104.9"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","45","","30","28598","104.9"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","45","2020","31","172575","17.96"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","45","","31","172575","17.96"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","46","2020","2077","1467425","141.54"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","46","","2077","1467425","141.54"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","46","2020","470","248087","189.45"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","46","","470","248087","189.45"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","46","2020","44","28313","155.41"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","46","","44","28313","155.41"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","46","2020","61","149572","40.78"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","46","","61","149572","40.78"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","46","2020","802","1454740","55.13"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","46","","802","1454740","55.13"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","46","2020","163","282689","57.66"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","46","","163","282689","57.66"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","46","2020","24","27442","87.46"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","46","","24","27442","87.46"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","46","2020","22","168426","13.06"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","46","","22","168426","13.06"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","47","2020","2056","1481163","138.81"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","47","","2056","1481163","138.81"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","47","2020","490","253878","193.01"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","47","","490","253878","193.01"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","47","2020","38","27889","136.25"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","47","","38","27889","136.25"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","47","2020","72","149036","48.31"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","47","","72","149036","48.31"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","47","2020","797","1478387","53.91"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","47","","797","1478387","53.91"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","47","2020","131","290294","45.13"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","47","","131","290294","45.13"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","47","2020","20","27766","72.03"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","47","","20","27766","72.03"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","47","2020","18","168510","10.68"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","47","","18","168510","10.68"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","48","2020","2240","1559016","143.68"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","48","","2240","1559016","143.68"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","48","2020","545","261839","208.14"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","48","","545","261839","208.14"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","48","2020","52","28306","183.71"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","48","","52","28306","183.71"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","48","2020","66","147478","44.75"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","48","","66","147478","44.75"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","48","2020","893","1553163","57.5"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","48","","893","1553163","57.5"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","48","2020","170","298469","56.96"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","48","","170","298469","56.96"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","48","2020","16","27844","57.46"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","48","","16","27844","57.46"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","48","2020","21","167333","12.55"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","48","","21","167333","12.55"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","49","2020","2324","1660887","139.93"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","49","","2324","1660887","139.93"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","49","2020","594","270632","219.49"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","49","","594","270632","219.49"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","49","2020","62","28705","215.99"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","49","","62","28705","215.99"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","49","2020","65","144088","45.11"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","49","","65","144088","45.11"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","49","2020","921","1657787","55.56"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","49","","921","1657787","55.56"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","49","2020","183","310998","58.84"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","49","","183","310998","58.84"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","49","2020","16","28836","55.49"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","49","","16","28836","55.49"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","49","2020","29","163636","17.72"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","49","","29","163636","17.72"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","50","2020","2390","1688283","141.56"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","50","","2390","1688283","141.56"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","50","2020","513","272511","188.25"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","50","","513","272511","188.25"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","50","2020","47","28767","163.38"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","50","","47","28767","163.38"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","50","2020","60","144282","41.59"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","50","","60","144282","41.59"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","50","2020","893","1677115","53.25"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","50","","893","1677115","53.25"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","50","2020","150","307369","48.8"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","50","","150","307369","48.8"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","50","2020","17","28466","59.72"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","50","","17","28466","59.72"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","50","2020","7","163877","4.27"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","50","","7","163877","4.27"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","51","2020","2208","1599809","138.02"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","51","","2208","1599809","138.02"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","51","2020","455","250969","181.3"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","51","","455","250969","181.3"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","51","2020","29","27199","106.62"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","51","","29","27199","106.62"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","51","2020","59","134726","43.79"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","51","","59","134726","43.79"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","51","2020","902","1598512","56.43"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","51","","902","1598512","56.43"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","51","2020","162","284899","56.86"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","51","","162","284899","56.86"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","51","2020","17","26864","63.28"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","51","","17","26864","63.28"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","51","2020","22","153456","14.34"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","51","","22","153456","14.34"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","52","2020","2218","1559409","142.23"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","52","","2218","1559409","142.23"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","52","2020","513","250601","204.71"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","52","","513","250601","204.71"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","52","2020","40","26313","152.02"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","52","","40","26313","152.02"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","52","2020","50","127773","39.13"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","52","","50","127773","39.13"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","52","2020","828","1561417","53.03"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","52","","828","1561417","53.03"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","52","2020","171","285353","59.93"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","52","","171","285353","59.93"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","52","2020","16","26065","61.38"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","52","","16","26065","61.38"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","52","2020","14","146796","9.54"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","52","","14","146796","9.54"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","53","2020","2297","1563495","146.91"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","53","","2297","1563495","146.91"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","53","2020","505","247201","204.29"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","53","","505","247201","204.29"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","53","2020","39","25530","152.76"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","53","","39","25530","152.76"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","53","2020","56","118793","47.14"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","53","","56","118793","47.14"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","53","2020","877","1578482","55.56"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","53","","877","1578482","55.56"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","53","2020","188","284391","66.11"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","53","","188","284391","66.11"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","53","2020","21","26028","80.68"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","53","","21","26028","80.68"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","53","2020","16","136042","11.76"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","53","","16","136042","11.76"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","54","2020","2179","1584778","137.5"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","54","","2179","1584778","137.5"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","54","2020","559","255443","218.84"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","54","","559","255443","218.84"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","54","2020","33","25993","126.96"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","54","","33","25993","126.96"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","54","2020","59","119913","49.2"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","54","","59","119913","49.2"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","54","2020","929","1602672","57.97"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","54","","929","1602672","57.97"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","54","2020","184","292877","62.83"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","54","","184","292877","62.83"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","54","2020","21","26332","79.75"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","54","","21","26332","79.75"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","54","2020","29","136726","21.21"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","54","","29","136726","21.21"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","55","2020","2313","1681389","137.56"
